1.000000000000000000e+00,1.621674142263577253e-03,1.287017239930878139e-02,0.000000000000000000e+00,3.566851616071833875e-02,5.926660934717474689e-03,3.863762683248634505e-03,1.190475248705944247e-02,3.007612294402705472e-02,7.747465350129606465e-02,4.009225883480994207e-02,2.931830565673879466e-02,4.102850465557075083e-02,8.978611647727218490e-04,4.731602831666135989e-02,1.108078615638586131e-02,0.000000000000000000e+00,1.277086110680456313e-03,2.107103680937230574e-03,1.520265310819204733e-02,2.611274679111089472e-02,1.459547880812976867e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.199052867405042383e-02,2.728499301095163240e-02,2.762385388740055958e-02,0.000000000000000000e+00,3.048778018408378372e-03,2.605904715940721150e-02,2.032921293414539335e-04,0.000000000000000000e+00,1.791839313746590705e-03,1.705761552143797780e-02,2.073471312323441409e-02,6.212185966262082776e-03
1.621674142263577253e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.027638167549039909e-02,9.945259055464934425e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.033753882494499107e-02,0.000000000000000000e+00,3.102812298150091352e-03,1.642733989875459278e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.788484582711214320e-03,7.202562997193378246e-03,1.209055763025789366e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.044620605606147334e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.910135870669330578e-04,0.000000000000000000e+00,6.561843684347783666e-03,5.883055226015487457e-03,8.473990757953671002e-03
1.287017239930878139e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.143395546563938575e-02,1.173944340763050098e-02,2.745731067989865687e-02,0.000000000000000000e+00,1.622120318169928757e-02,2.029005612343122780e-02,1.327919177667157002e-02,0.000000000000000000e+00,6.945248352294809864e-03,1.673565483672674256e-02,1.260921856590379274e-02,0.000000000000000000e+00,6.999901669961937703e-03,1.229694635574833661e-02,0.000000000000000000e+00,2.175676871743602303e-02,8.580922594770173592e-03,1.037148510784122353e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.769550728317657015e-02,2.239598324331632320e-02,0.000000000000000000e+00,1.510091373306377688e-02,0.000000000000000000e+00,1.763017810060151088e-03,0.000000000000000000e+00,8.916568210553078161e-03,0.000000000000000000e+00,2.210715274400463712e-02,2.250275109433136009e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.353303871272385106e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.548050384734061587e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.259916373404719068e-03,6.145014617066072576e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047727660781984892e-02,9.719192803966969149e-03,2.902884692607508779e-03
3.566851616071833875e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.643014321144774005e-04,3.222534794648060016e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.095341886058413024e-04,0.000000000000000000e+00,2.870037647404568085e-03,1.650072353680724913e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.145836920212640886e-02,2.328600962750419377e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.205061896969771527e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.311117814934038117e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.891691617459940931e-03,1.347578246806235055e-03
5.926660934717474689e-03,0.000000000000000000e+00,2.143395546563938575e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.671252143988152805e-02,2.908329401113983817e-02,1.057826426535284949e-02,7.876462215280622195e-03,1.023905427381782349e-02,7.317895292131195578e-03,1.968808048880393933e-03,1.203299893521398399e-02,7.448827592956442506e-03,1.055408426846610008e-02,0.000000000000000000e+00,1.224680686448458011e-02,1.468198322600131923e-02,2.064745051371673704e-02,1.921122122055173367e-02,1.842742394527114788e-02,5.110026540536541893e-03,0.000000000000000000e+00,1.494678357651355906e-02,1.421038756186197329e-02,1.014620162107940891e-02,0.000000000000000000e+00,2.431227528327353088e-02,2.157973187925489068e-03,2.516452199897733100e-03,2.611324640867647515e-03,1.755860797911293694e-02,2.378790087450149623e-02,1.744032169511515462e-02,1.361352430626457284e-02
3.863762683248634505e-03,1.027638167549039909e-02,1.173944340763050098e-02,0.000000000000000000e+00,6.643014321144774005e-04,1.671252143988152805e-02,1.000000000000000000e+00,2.052686303052540448e-02,7.491510958361862794e-03,4.885022042471272308e-03,5.890845282078058416e-03,5.810819565441759441e-03,0.000000000000000000e+00,9.375731223716219156e-03,5.299491476990467013e-03,7.196707476236827855e-03,7.945135033141009556e-04,1.022375290333731729e-02,1.120047378189111507e-02,1.569942829635289847e-02,1.183672658321107546e-02,9.886364925637615084e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.079382591548210674e-02,9.282009177779822900e-03,8.134546881608330920e-03,0.000000000000000000e+00,1.753147373139223725e-02,1.221428352630183397e-03,2.038527407131285329e-03,1.058521148146282986e-03,1.300463563738071295e-02,0.000000000000000000e+00,1.292883285649875508e-02,1.278484907640948208e-02
1.190475248705944247e-02,9.945259055464934425e-03,2.745731067989865687e-02,0.000000000000000000e+00,3.222534794648060016e-03,2.908329401113983817e-02,2.052686303052540448e-02,1.000000000000000000e+00,2.296189440512605776e-02,1.423980244703830153e-02,1.554614403598458469e-02,1.477187628709582430e-02,4.116223250123720798e-03,9.747238113269923038e-03,1.428861744583888836e-02,1.236774691956243205e-02,0.000000000000000000e+00,1.364573522818339837e-02,1.639089868340415368e-02,3.029889342176194517e-02,2.706068019995631901e-02,1.254686527798707686e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.038526194799662739e-02,2.035272446692364817e-02,1.559955605808661418e-02,2.095335998635165786e-02,2.404665871331839247e-02,3.591488079371727826e-03,1.768255851353356563e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.630116485613840510e-02,2.304427440055298315e-02,2.421547067976295015e-02
3.007612294402705472e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.057826426535284949e-02,7.491510958361862794e-03,2.296189440512605776e-02,1.000000000000000000e+00,3.659518994648161549e-02,3.320124390997397645e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.938746175132960544e-03,0.000000000000000000e+00,1.313205726751735629e-02,0.000000000000000000e+00,4.988863507974813753e-03,0.000000000000000000e+00,2.322359995466676680e-02,2.183436209731690406e-02,3.459158612495493498e-03,2.350737740856719687e-02,0.000000000000000000e+00,3.055482857167220179e-02,2.862257772302891773e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.725014601167269276e-03,1.200207113188786825e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.893445718900538664e-03,0.000000000000000000e+00,2.793454758527659509e-02,1.294229392116627748e-02
7.747465350129606465e-02,0.000000000000000000e+00,1.622120318169928757e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.876462215280622195e-03,4.885022042471272308e-03,1.423980244703830153e-02,3.659518994648161549e-02,1.000000000000000000e+00,4.524656892871985886e-02,2.985259121270934790e-02,0.000000000000000000e+00,1.373517327037749192e-03,5.482899445562289253e-02,1.426689055476284759e-02,0.000000000000000000e+00,2.028568785420801438e-03,2.645629431274428532e-03,0.000000000000000000e+00,3.211504944403965195e-02,2.047766076826780524e-03,7.262083038166339266e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.819961457161893059e-02,3.105892740250027276e-02,0.000000000000000000e+00,4.810758648693228522e-03,0.000000000000000000e+00,2.758365593614765235e-04,0.000000000000000000e+00,2.415309335843370941e-03,0.000000000000000000e+00,1.947422112043667095e-02,7.986628174578968425e-03
4.009225883480994207e-02,0.000000000000000000e+00,2.029005612343122780e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.023905427381782349e-02,5.890845282078058416e-03,1.554614403598458469e-02,3.320124390997397645e-02,4.524656892871985886e-02,1.000000000000000000e+00,2.526761558456358872e-02,0.000000000000000000e+00,1.554148320362321294e-03,4.389968778435991703e-02,1.565337757339821043e-02,0.000000000000000000e+00,1.738428307687416756e-03,4.106607147203455987e-03,2.098575698684344154e-02,2.841058241152633057e-02,2.967250600862530140e-03,3.648413441589180850e-02,0.000000000000000000e+00,4.284963839170013999e-02,4.746416081740012505e-02,6.398837475583257772e-02,0.000000000000000000e+00,4.516498784328852600e-03,2.260398671336064091e-02,3.450718470665495698e-04,1.879291197574011960e-02,2.930167400208146585e-03,2.424367536081696237e-02,3.164666667174050041e-02,7.768084023395611590e-03
2.931830565673879466e-02,0.000000000000000000e+00,1.327919177667157002e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.317895292131195578e-03,5.810819565441759441e-03,1.477187628709582430e-02,0.000000000000000000e+00,2.985259121270934790e-02,2.526761558456358872e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.216234497267395295e-03,0.000000000000000000e+00,6.135030362461385209e-03,0.000000000000000000e+00,1.305295541941527398e-03,3.475864876273080523e-03,0.000000000000000000e+00,2.517460459512187165e-02,1.774891982233222287e-03,3.107326114726440339e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.453709580632635473e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.365063558183296347e-02,2.388058238376924297e-04,2.816132948996754454e-02,2.555868536939614501e-03,0.000000000000000000e+00,1.656020681866620867e-02,6.440345541715526700e-03
4.102850465557075083e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.353303871272385106e-02,0.000000000000000000e+00,1.968808048880393933e-03,0.000000000000000000e+00,4.116223250123720798e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.740855232262293357e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.248912053300358649e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.552597069003144349e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.071278141321307248e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.139300995880262318e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.616993637932702156e-03,1.920629245460801077e-03
8.978611647727218490e-04,1.033753882494499107e-02,6.945248352294809864e-03,0.000000000000000000e+00,2.095341886058413024e-04,1.203299893521398399e-02,9.375731223716219156e-03,9.747238113269923038e-03,2.938746175132960544e-03,1.373517327037749192e-03,1.554148320362321294e-03,1.216234497267395295e-03,1.740855232262293357e-04,1.000000000000000000e+00,1.157508486480088652e-03,5.425819341124726684e-03,0.000000000000000000e+00,1.042357948361399660e-02,1.445974719428301178e-02,6.293805942747804708e-03,3.178407890715471279e-03,1.785535521421863919e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.102916794791518044e-03,2.772487160541025914e-03,2.711447074000185829e-03,4.623004121248311740e-03,1.935203396008312871e-02,1.447431519314942882e-04,8.902048978175114771e-03,0.000000000000000000e+00,1.545408515047227982e-02,6.778189660645137123e-03,5.207077060204027587e-03,9.525209700384047393e-03
4.731602831666135989e-02,0.000000000000000000e+00,1.673565483672674256e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.448827592956442506e-03,5.299491476990467013e-03,1.428861744583888836e-02,0.000000000000000000e+00,5.482899445562289253e-02,4.389968778435991703e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.157508486480088652e-03,1.000000000000000000e+00,9.016470051865201757e-03,0.000000000000000000e+00,1.760204666100314034e-03,2.483263991029474507e-03,0.000000000000000000e+00,3.455016789359501017e-02,1.444084953438970345e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.942077752165797588e-02,3.939408522546517660e-02,0.000000000000000000e+00,4.024865249974725681e-03,0.000000000000000000e+00,2.306552276923887809e-04,0.000000000000000000e+00,2.229686666438256398e-03,0.000000000000000000e+00,3.266003079150670008e-02,8.110167741406080349e-03
1.108078615638586131e-02,3.102812298150091352e-03,1.260921856590379274e-02,0.000000000000000000e+00,2.870037647404568085e-03,1.055408426846610008e-02,7.196707476236827855e-03,1.236774691956243205e-02,1.313205726751735629e-02,1.426689055476284759e-02,1.565337757339821043e-02,6.135030362461385209e-03,0.000000000000000000e+00,5.425819341124726684e-03,9.016470051865201757e-03,1.000000000000000000e+00,1.891470457499281645e-03,4.473974506273503508e-03,1.053612777020007836e-02,7.106882213985764134e-03,1.033521129494323690e-02,8.008825678178694424e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.569827757778073152e-02,1.945445981312581354e-02,1.859606032814491161e-02,0.000000000000000000e+00,6.544461648711867759e-03,2.387339774366836753e-03,2.073796768366457412e-03,3.419426294762287644e-03,6.591797573680152796e-03,0.000000000000000000e+00,1.468979456143453162e-02,1.224868990654406561e-02
0.000000000000000000e+00,1.642733989875459278e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.650072353680724913e-01,0.000000000000000000e+00,7.945135033141009556e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.248912053300358649e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.891470457499281645e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081298037213370278e-04,0.000000000000000000e+00,7.471921731068889572e-02,0.000000000000000000e+00,7.542063718703523670e-03,8.946377898305383353e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.661540930483403476e-03,4.500487717028934555e-03,0.000000000000000000e+00
1.277086110680456313e-03,0.000000000000000000e+00,6.999901669961937703e-03,6.548050384734061587e-04,0.000000000000000000e+00,1.224680686448458011e-02,1.022375290333731729e-02,1.364573522818339837e-02,4.988863507974813753e-03,2.028568785420801438e-03,1.738428307687416756e-03,1.305295541941527398e-03,0.000000000000000000e+00,1.042357948361399660e-02,1.760204666100314034e-03,4.473974506273503508e-03,0.000000000000000000e+00,1.000000000000000000e+00,8.938510631221341027e-03,0.000000000000000000e+00,5.286651043795572921e-03,1.335793182465364742e-02,0.000000000000000000e+00,4.030265822078030863e-04,4.465165619630923066e-03,3.973265925625481775e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.723884296157307192e-02,0.000000000000000000e+00,2.936748304849927296e-03,0.000000000000000000e+00,1.457444218688272973e-02,0.000000000000000000e+00,5.938424214491731107e-03,8.692913546655797047e-03
